Ref,Status,Design ,Type ,Mode,Year,Outstanding Benefits-RiskScore,Membership,Net Assets,ExpensesToAssets_ratio,LiquidityRatio,OverallRiskScore,ReturnOnInvestment,UnremmittedContributionsToAssetsRatio,ComplianceToTable G,Inflation,CBKrate,Exchange_rate
1939,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,210," 60,518,300.00 ",2.48%,28%,0,6%,0%,0,7%,10%,101.78
1939,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,229," 42,467,728.00 ",1.53%,11%,0,10%,0%,0,7%,10%,101.78
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,274," 314,591,415.00 ",0.84%,42%,3.14,24%,0%,1,5%,11%,134.8
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,303," 256,853,661.00 ",1.08%,198%,1.54,1%,0%,1,7%,13%,151.77
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,279," 282,466,987.00 ",0.95%,118%,2.94,3%,0%,1,9%,9%,121.95
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,392," 287,379,218.00 ",1.04%,193%,1.88,12%,0%,1,6%,7%,111.93
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,292," 337,400,808.00 ",0.94%,84%,0,8%,0%,0,5%,7%,109.51
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,287," 328,805,358.00 ",0.92%,48%,0,14%,0%,0,5%,9%,102.55
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,266," 289,461,868.00 ",0.92%,87%,0,8%,0%,0,6%,9%,101.88
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,263," 283,147,151.00 ",0.96%,45%,0,16%,0%,0,5%,10%,103.37
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,243," 246,267,180.00 ",0.90%,53%,0,8%,0%,0,7%,10%,101.78
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,243," 224,630,453.00 ",1.06%,64%,0,0%,0%,0,7%,13%,103.78
194,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,126," 214,378,453.00 ",1.00%,51%,0,14%,0%,0,7%,10%,101.78
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,697," 3,068,130,000.00 ",1.32%,23%,3.01,15%,0%,1,5%,11%,134.8
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,782," 2,589,219,000.00 ",1.88%,141%,2.95,1%,0%,1,7%,13%,151.77
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,776," 2,656,244,000.00 ",1.14%,199%,2.95,0%,0%,1,9%,9%,121.95
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,795," 2,819,197,000.00 ",1.13%,46%,3.28,8%,0%,1,6%,7%,111.93
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,816," 2,588,473,000.00 ",1.07%,42%,0,4%,0%,0,5%,7%,109.51
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,805," 2,398,418,000.00 ",1.20%,67%,0,12%,0%,0,5%,9%,102.55
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,780," 2,229,197,000.00 ",1.38%,121%,0,4%,0%,0,6%,9%,101.88
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,645," 2,296,590,000.00 ",1.00%,-337%,0,11%,0%,0,5%,10%,103.37
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,394," 285,683,000.00 ",3.69%,7%,0,6%,0%,0,7%,10%,101.78
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,226," 141,285,000.00 ",3.87%,-32%,0,2%,0%,0,7%,13%,103.78
1940,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,0," 68,446,000.00 ",4.97%,8%,0,8%,0%,0,7%,10%,101.78
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,103," 193,551,629.00 ",1.54%,17%,3.22,11%,3%,5,5%,11%,134.8
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,76," 158,785,776.00 ",1.66%,36%,3.24,7%,0%,5,7%,13%,151.77
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,58," 139,569,090.00 ",1.70%,16%,3.24,1%,0%,1,9%,9%,121.95
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,0," 122,740,832.00 ",1.60%,16%,4.28,13%,0%,1,6%,7%,111.93
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,58," 94,609,518.00 ",2.00%,13%,0,5%,0%,0,5%,7%,109.51
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,50," 75,317,709.00 ",2.10%,30%,0,7%,0%,0,5%,9%,102.55
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,56," 60,498,978.00 ",2.09%,7%,0,9%,0%,0,6%,9%,101.88
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,55," 41,059,266.00 ",2.35%,4%,0,11%,0%,0,5%,10%,103.37
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,50," 27,022,946.00 ",2.87%,9%,0,5%,0%,0,7%,10%,101.78
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,45," 18,234,008.00 ",3.75%,11%,0,8%,0%,0,7%,13%,103.78
1941,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,49," 10,065,197.00 ",3.31%,5%,0,7%,0%,0,7%,10%,101.78
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,21," 9,775,354.00 ",1.10%,26%,2.93,10%,0%,1,5%,11%,134.8
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,0," 8,616,030.00 ",1.18%,64%,3.17,10%,0%,5,7%,13%,151.77
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,24," 8,140,866.00 ",1.81%,495%,3.17,12%,0%,5,9%,9%,121.95
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,27," 12,435,569.00 ",1.82%,88%,3.6,9%,0%,5,6%,7%,111.93
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,29," 12,285,634.00 ",4.15%,2005%,0,22%,0%,0,5%,7%,109.51
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,502," 99,262,636.00 ",1.62%,7%,0,8%,0%,0,5%,9%,102.55
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,336," 53,193,350.00 ",2.40%,38%,0,6%,0%,0,6%,9%,101.88
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,147," 33,094,676.00 ",1.97%,37%,0,10%,0%,0,5%,10%,103.37
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,78," 20,120,582.00 ",1.73%,33%,0,7%,0%,0,7%,10%,101.78
1942,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,53," 12,764,305.00 ",1.92%,19%,0,7%,0%,0,7%,13%,103.78
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,202," 645,745,897.00 ",0.69%,22%,1.76,11%,0%,1,5%,11%,134.8
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,208," 562,666,120.00 ",0.68%,42%,2.2,9%,0%,5,7%,13%,151.77
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,210," 509,401,469.00 ",0.72%,94%,2.15,6%,0%,5,9%,9%,121.95
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,235," 505,247,088.00 ",0.65%,66%,2.67,9%,0%,5,6%,7%,111.93
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,245," 475,066,143.00 ",0.49%,37%,0,7%,0%,0,5%,7%,109.51
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,253," 424,314,276.00 ",1.30%,-13%,0,8%,0%,0,5%,9%,102.55
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,231," 336,579,021.00 ",0.25%,42%,0,7%,0%,0,6%,9%,101.88
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,208," 299,124,512.00 ",0.42%,23%,0,6%,0%,0,5%,10%,103.37
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,205," 250,348,082.00 ",0.29%,6%,0,5%,0%,0,7%,10%,101.78
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,183," 192,062,840.00 ",0.35%,8%,0,7%,0%,0,7%,13%,103.78
1943,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,139," 124,686,885.00 ",0.20%,-189%,0,2%,0%,0,7%,10%,101.78
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,166," 24,729,045.00 ",1.79%,41%,3.64,18%,7%,1,5%,11%,134.8
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,159," 19,924,624.00 ",0.98%,113%,3.63,0%,27%,1,7%,13%,151.77
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,8," 20,586,830.00 ",1.28%,38%,3.67,4%,0%,1,9%,9%,121.95
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,83," 17,528,339.00 ",1.73%,11%,3.21,10%,4%,5,6%,7%,111.93
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,20," 12,801,252.00 ",4.62%,153%,0,12%,0%,0,5%,7%,109.51
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,23," 22,282,971.00 ",3.28%,43%,0,15%,0%,0,5%,9%,102.55
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,26," 19,843,744.00 ",3.26%,-12%,0,6%,0%,0,6%,9%,101.88
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,30," 14,065,777.00 ",1.89%,21%,0,13%,7%,0,5%,10%,103.37
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,25," 8,494,436.00 ",3.64%,64%,0,-3%,8%,0,7%,10%,101.78
1944,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,21," 7,047,578.00 ",2.37%,9%,0,7%,0%,0,7%,13%,103.78
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,180," 558,789,914.00 ",0.53%,19%,3.25,9%,0%,1,5%,11%,134.8
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,149," 396,932,635.00 ",0.51%,35%,2.45,9%,0%,5,7%,13%,151.77
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,123," 288,864,969.00 ",0.49%,24%,2.45,8%,0%,5,9%,9%,121.95
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,115," 202,393,935.00 ",0.51%,22%,2.72,10%,0%,5,6%,7%,111.93
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,81," 145,345,683.00 ",0.58%,7%,0,8%,0%,0,5%,7%,109.51
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,52," 101,490,004.00 ",0.65%,39%,0,9%,0%,0,5%,9%,102.55
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,49," 77,563,912.00 ",0.58%,16%,0,4%,0%,0,6%,9%,101.88
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,70," 54,263,007.00 ",0.55%,35%,0,6%,0%,0,5%,10%,103.37
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,67," 39,073,863.00 ",0.78%,41%,0,10%,0%,0,7%,10%,101.78
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,63," 23,041,144.00 ",0.00%,0%,0,3%,0%,0,7%,13%,103.78
1945,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,0," 7,071,796.00 ",0.00%,44%,0,8%,0%,0,7%,10%,101.78
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,6227," 28,436,429,517.00 ",0.63%,11%,3.06,21%,0%,1,5%,11%,134.8
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,6212," 21,143,635,128.00 ",0.75%,7%,2.26,1%,0%,1,7%,13%,151.77
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,6132," 19,018,085,960.00 ",0.82%,33%,2.36,3%,0%,1,9%,9%,121.95
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,6264," 17,293,463,000.00 ",0.92%,16%,3.44,11%,0%,1,6%,7%,111.93
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,5746," 14,209,002,327.00 ",0.63%,12%,0,7%,0%,0,5%,7%,109.51
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,6076," 11,741,863,000.00 ",0.67%,7%,0,14%,0%,0,5%,9%,102.55
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,6169," 8,540,932,000.00 ",0.60%,11%,0,4%,0%,0,6%,9%,101.88
1947,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,5355," 3,202,736,000.00 ",1.51%,6%,0,4%,0%,0,7%,13%,103.78
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,23787," 4,107,951,173.00 ",1.79%,43%,3.12,8%,0%,5,5%,11%,134.8
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,23229," 2,884,203,000.00 ",2.60%,116%,2.32,-1%,0%,1,7%,13%,151.77
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,20820," 3,144,570,360.00 ",3.68%,201%,3.04,1%,0%,1,9%,9%,121.95
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,14435," 5,193,198,000.00 ",1.58%,32%,2.68,10%,0%,1,6%,7%,111.93
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,15405," 3,520,942,678.41 ",1.72%,24%,0,6%,0%,0,5%,7%,109.51
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,12315," 2,015,187,000.00 ",2.11%,31%,0,9%,0%,0,5%,9%,102.55
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,5989," 926,472,000.00 ",3.68%,69%,0,3%,0%,0,6%,9%,101.88
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,4867," 645,612,000.00 ",2.85%,104%,0,17%,0%,0,5%,10%,103.37
1949,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,0," 680,575,000.00 ",6.46%,23%,0,5%,0%,0,7%,10%,101.78
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,1229," 9,135,336,000.00 ",1.04%,11%,3.09,11%,0%,1,5%,11%,134.8
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,1250," 7,465,788,000.00 ",1.07%,17%,3.51,7%,0%,1,7%,13%,151.77
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,1214," 6,399,049,000.00 ",1.08%,26%,3.47,2%,0%,1,9%,9%,121.95
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,1208," 5,760,452,000.00 ",1.04%,7%,4.06,14%,0%,1,6%,7%,111.93
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,1172," 4,413,884,000.00 ",1.35%,10%,0,7%,0%,0,5%,7%,109.51
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,1116," 3,575,659,000.00 ",1.64%,7%,0,9%,0%,0,5%,9%,102.55
1950,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,951," 2,017,608,000.00 ",2.09%,10%,0,13%,0%,0,5%,10%,103.37
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,19320," 6,003,662,189.00 ",0.22%,17%,2.41,8%,1%,1,5%,11%,134.8
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,13364," 4,369,426,223.00 ",0.22%,21%,3.25,9%,1%,5,7%,13%,151.77
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,11931," 3,403,289,507.00 ",0.23%,14%,2.45,9%,0%,5,9%,9%,121.95
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,0," 2,610,837,064.00 ",0.24%,18%,3.44,8%,0%,5,6%,7%,111.93
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,5897," 1,862,515,739.00 ",0.27%,37%,0,8%,0%,0,5%,7%,109.51
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,0," 1,366,570,138.00 ",0.27%,16%,0,10%,0%,0,5%,9%,102.55
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,3639," 978,945,732.00 ",0.31%,-42%,0,6%,1%,0,6%,9%,101.88
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,2178," 446,610,460.00 ",0.36%,9%,0,8%,1%,0,5%,10%,103.37
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,1627," 240,890,119.00 ",0.32%,-32%,0,8%,2%,0,7%,10%,101.78
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,743," 83,938,958.00 ",0.30%,-21%,0,8%,4%,0,7%,13%,103.78
1951,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,43," 7,030,573.00 ",0.45%,2%,0,8%,6%,0,7%,10%,101.78
1952,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,0," 277,370,293.00 ",0.22%,18%,2.75,6%,0%,5,5%,11%,134.8
1952,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,0,71," 70,267,839.00 ",0.23%,10%,0,6%,0%,0,7%,13%,151.77
1952,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,0,4," 28,483,398.00 ",1.04%,-388%,0,4%,0%,0,9%,9%,121.95
1952,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,0,0," 2,956,732.00 ",0.79%,3%,0,7%,0%,0,6%,7%,111.93
1952,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,4," 1,216,128.00 ",0.20%,0%,0,3%,0%,0,5%,7%,109.51
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,0," 102,329,217.00 ",0.28%,86%,2.32,9%,0%,1,5%,11%,134.8
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,132," 99,700,847.00 ",0.26%,55%,2.68,10%,0%,5,7%,13%,151.77
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,133," 90,890,918.00 ",0.85%,17%,2.37,9%,0%,5,9%,9%,121.95
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,137," 76,159,769.00 ",0.26%,24%,2.72,9%,0%,5,6%,7%,111.93
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,136," 63,734,121.00 ",0.27%,69%,0,9%,0%,0,5%,7%,109.51
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,169," 58,302,308.00 ",0.28%,25%,0,9%,0%,0,5%,9%,102.55
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,181," 45,178,728.00 ",0.25%,38%,0,9%,0%,0,6%,9%,101.88
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,233," 36,232,360.00 ",0.30%,27%,0,9%,0%,0,5%,10%,103.37
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,201," 27,017,727.00 ",0.33%,20%,0,9%,3%,0,7%,10%,101.78
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,166," 17,362,663.00 ",0.75%,14%,0,10%,0%,0,7%,13%,103.78
1953,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,146," 9,550,964.00 ",0.56%,12%,0,8%,5%,0,7%,10%,101.78
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,63," 209,337,610.00 ",0.38%,53%,3.96,11%,4%,1,5%,11%,134.8
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,41," 191,379,254.00 ",0.45%,30%,2.41,9%,0%,5,7%,13%,151.77
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,40," 170,846,686.00 ",0.47%,12%,2.41,9%,0%,5,9%,9%,121.95
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,38," 151,200,335.00 ",0.58%,24%,2.64,9%,0%,5,6%,7%,111.93
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,39," 134,557,752.00 ",0.25%,39%,0,8%,1%,0,5%,7%,109.51
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,44," 95,479,080.00 ",0.51%,16%,0,7%,0%,0,6%,9%,101.88
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,39," 78,098,137.00 ",0.40%,15%,0,10%,0%,0,5%,10%,103.37
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,42," 60,048,789.00 ",0.88%,19%,0,8%,0%,0,7%,10%,101.78
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,38," 46,090,425.00 ",0.51%,17%,0,8%,11%,0,7%,13%,103.78
1954,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2024,5,438," 5,800,832,000.00 ",1.09%,38%,3.64,24%,0%,1,5%,11%,134.8
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2023,5,437," 4,734,476,000.00 ",0.64%,59%,2.83,1%,0%,5,7%,13%,151.77
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2022,5,428," 4,589,341,000.00 ",0.60%,236%,2.82,-2%,0%,1,9%,9%,121.95
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2021,5,436," 4,840,018,000.00 ",0.57%,23%,3.36,13%,0%,1,6%,7%,111.93
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2020,0,420," 4,170,048,000.00 ",0.59%,70%,0,7%,0%,0,5%,7%,109.51
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2019,0,385," 4,020,435,000.00 ",0.62%,12%,0,18%,0%,0,5%,9%,102.55
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2018,0,355," 3,215,131,000.00 ",0.65%,75%,0,1%,0%,0,6%,9%,101.88
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2017,0,0," 3,157,217,000.00 ",0.63%,20%,0,17%,0%,0,5%,10%,103.37
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2016,0,5," 4,149,000.00 ",0.00%,1182%,0,11%,0%,0,7%,10%,101.78
1955,Active,Defined Contribution,Provident Fund,Segregated funds,2014,0,0," 2,150,881,000.00 ",0.61%,45%,0,15%,0%,0,7%,10%,101.78
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2024,1,3839," 1,155,507,474.00 ",1.02%,26%,3.19,12%,0%,5,5%,11%,134.8
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2023,1,2016," 947,355,041.00 ",1.23%,28%,2.94,9%,0%,5,7%,13%,151.77
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2022,1,1568," 805,991,469.00 ",0.91%,20%,3.14,8%,0%,5,9%,9%,121.95
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2021,1,0," 670,569,496.00 ",0.99%,45%,3.56,8%,0%,5,6%,7%,111.93
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2020,0,1416," 574,792,220.00 ",0.91%,53%,0,9%,0%,0,5%,7%,109.51
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2019,0,1396," 504,045,859.00 ",1.22%,46%,0,9%,0%,0,5%,9%,102.55
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2018,0,1230," 418,335,561.00 ",1.30%,48%,0,8%,1%,0,6%,9%,101.88
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2017,0,1075," 348,806,434.00 ",1.26%,38%,0,7%,5%,0,5%,10%,103.37
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2016,0,883," 270,651,327.00 ",1.31%,17%,0,8%,0%,0,7%,10%,101.78
1956,Active,Defined Contribution,Provident Fund,Segregated funds,2015,0,773," 169,235,430.00 ",1.05%,9%,0,8%,0%,0,7%,13%,103.78
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,301," 1,200,031,836.00 ",0.86%,56%,3.84,23%,0%,1,5%,11%,134.8
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,328," 1,050,669,705.00 ",0.93%,162%,2.99,4%,0%,1,7%,13%,151.77
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,353," 1,122,527,657.00 ",0.88%,66%,2.99,5%,0%,1,9%,9%,121.95
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,365," 1,077,972,759.00 ",0.88%,33%,3.22,10%,0%,1,6%,7%,111.93
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,374," 955,459,291.00 ",0.90%,36%,0,9%,0%,0,5%,7%,109.51
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,399," 856,973,695.00 ",0.90%,71%,0,15%,0%,0,5%,9%,102.55
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,427," 801,494,773.00 ",1.66%,140%,0,11%,0%,0,6%,9%,101.88
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,447," 873,052,743.00 ",0.95%,55%,0,15%,0%,0,5%,10%,103.37
1957,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,437," 759,669,587.00 ",0.87%,23%,0,8%,0%,0,7%,10%,101.78
